text,label,source_file
"Cameron Diaz

The Resume
(August 30, 1972- )
Films include 'The Mask,' 'My Best Friend's Wedding,' 'There's Something About Mary,' 'Any Given Sunday,' 'Charlie's Angels,' 'Shrek,' 'Vanilla Sky,' 'Gangs of New York,' 'The Holiday,' 'What Happens In Vegas,' 'Knight And Day,' 'Bad Teacher,' 'The Other Woman' and 'Annie (2014)'
Dated Justin Timberlake
Married Benji Madden (January 5, 2015)
Why she might be annoying
She's an airhead
Pooh-Pooh!
In high school she got so drunk she almost died of alcohol poisoning.
She smokes. 
She ranked #9 in 1999, #9 in 2001 and #4 in 2002 on Mr. Blackwell's Worst Dress List.
She said 'I'm a pretty girl who's a model who doesn't suck as an actress.'
She broke her nose while surfing (August 30, 2003).
Her 2004 New Years resolution is to stop wearing a bra.
She reportedly only washes her face in Evian water.
She is a self-proclaimed 'burger whore.'
She has notoriously bad skin.
She rarely signs autographs.
Why she might not be annoying
She's a self-proclaimed 'model who doesn't suck as an actress.'
She is ranked in both People Magazine's 25 Most Intriguing People and 50 Most Beautiful People in the World (1998).
She ranked #13, in Empire Magazine's 100 Sexiest Movie Stars of All Time.
She ranked #20 (1995), #3 (1996), #7 (1997), #5 (1998), #7 (1999), #8 (2000), #40 (2001) and #40 (2002) in FHM's 100 Sexiest Women.
She ranked #25 (2001) and #29 (2002) in FHM-USA's 100 Sexiest Women.
She ranked #4 in Celebrity Sleuth 25 Sexiest Women of 1997.
She ranked #13 (2000), #1 (2001), #3 (2002) and #8 (2003) in Stuff's 100 Sexiest Women.
She ranked #29 (1999) in Maxim's 50 Sexiest Women.
She ranked #17 in E! Sexiest Women Entertainers (January, 2002).
She ranked #43 (2001) and #76 (2002) in Askmen's Most Desirable Woman.",fake,data/raw\overall\overall\celebrityDataset\fake\057fake.txt
"Melania Trump hires Angelina Jolie as her communications director



First lady Melania Trump has hired a well known actress and advocate for human rights as a member of her White House communications staff for her East Wing team.  Actress Angelia Jolie will serve as communications director for the first lady, the White House announced this Monday.  Jolie has been an international advocate of human right's and children's issues in addition to her well known roles as an actress.  ""It gives us great pleasure to hire Angelina in this new role"", remarked President Donald Trump.  ""I know Angelina will do a good job communicating everything that comes out of the Office of the First Lady, who is doing a tremendous job by the way"", remarked Trump.  Jolie is well known for her acting and humanitarian efforts, but recently has been in the news because of a split with her husband, Brad Pitt.",fake,data/raw\overall\overall\fake\polit14.fake.txt
"Russia Warns Obama: Global War Over “Bee Apocalypse” Coming Soon
The shocking minutes relating to President Putin’s meeting this past week with US Secretary of State John Kerry reveal the Russian leaders “extreme outrage” over the Obama regimes continued protection of global seed and plant bio-genetic giants Syngenta and Monsanto in the face of a growing “bee apocalypse” that the Kremlin warns “will most certainly” lead to world war.
According to these minutes, released in the Kremlin today by the Ministry of Natural Resources and Environment of the Russian Federation (MNRE), Putin was so incensed over the Obama regime’s refusal to discuss this grave matter that he refused for three hours to even meet with Kerry, who had traveled to Moscow on a scheduled diplomatic mission, but then relented so as to not cause an even greater rift between these two nations.The Russian Maritime Register of Shipping (RS) today has issued an “Extreme Danger” warning for all vessels entering or nearing the United States Port of Mobile, located in the State of Alabama, as the death toll rises from what this report claims is an environmental disaster related to the flowering of genetically modified cotton crops located in this region.
According to this report, RS officials became “highly concerned” this past week after the Alabama Department of Public Health (ADPH) reported that at least 2 people have died, and another 5 put in hospital, due to a “mysterious illness” attacking the respiratory systems of those affected and causing flu-like symptoms.",fake,data/raw\overall\overall\fake\49.txt
"Moderator Chris Wallace sat , horrified at Wednesday night's debate between Clinton and Trump. Despite Clinton's bleeding heart , blow hard style, she was unable to solidify the yet undecided voter. Questions that were taken from the audience prior to the town hall style debate where peppered with several topics including healthcare, her inaction in regards to Benghazi, and leaked emails. Clinton became visibly frustrated when questioned as to whether or not she would dismantled NAFTA. But Donald was not without his own issues, when asked what kind of dog he would have in the White House if elected, he said he and the First Family would put it to a vote, but he didn't know if he would accept the results if the vote was rigged against him. He prefers pit bulls.",fake,data/raw\overall\overall\fake\polit10.fake.txt
"Did Angelina Jolie Fake Maddox Jolie Pitt's Adoption? Inside The Shocking Claims

Angelina Jolie is famous for adopting kids from around the world, but did she obtain her first son, Maddox, using falsified documents? Maddox's real Cambodian father has come forward with the shocking claims that Jolie doesn't have legal power of attorney over the 15-year-old.

According to Celebrity Dirty Laundry, Mounh Sarath says that he has official paperwork from Cambodia that confirms he is Maddox's father. Jolie started Maddox's adoption back in 2002, and Brad Pitt legally adopted him in 2006. But according to Sarath, he actually has power of attorney over the teenager.

Sarath and Jolie have not spoken to each other in years. Even more scandalous, the adoption agent Jolie worked with, Lauryn Galindo, was jailed for falsifying names, birth places, and dates of children from Cambodia. At the time Jolie adopted Maddox, the United States had just set forth stricter adoption laws for children from Cambodia. Did she rush the process to bypass the stricter laws?

The Sun reports that Sarath works in charity and local aid in Cambodia. Given his falling out with Jolie and the circumstances surrounding Maddox's adoption, Sarath's opinion of the Tomb Raider star is pretty low.

""I would be happy if Cambodia didn't see her again,"" he added.

Jolie's interest in Cambodia started when she filmed her 2001 hit film in the country, Lara Croft: Tomb Raider. She recently directed a movie based in Cambodia, First They Killed My Father, and has visited the country on several different occasions.

The allegations against Angelina Jolie couldn't have come at a worse time. The actress is currently engaged in a heated custody battle with her ex-husband and just returned from promoting her newest film in Cambodia.

Maddox was also the source of a lot of controversy in Jolie's split with Pitt. Shortly after filing for divorce, reports surfaced that Pitt had physically abused Maddox on a private plane. Pitt was eventually cleared of all the accusations, but not before his public image took a major hit.

Things between Maddox and Jolie, meanwhile, couldn't be better. Hollywood Life reports that Jolie took Maddox and his five siblings on a week-long trip to London. During their stay, Jolie and Maddox ventured off to Buckingham Palace for a mother-son date.

The pair was spotted leaving the royal palace and looked happier than ever spending time together. It isn't clear if they actually met any members of the royal family, but there's a possibility they mingled with Prince William.

The outing came after Jolie gave a speech at the London School of Economics. Jolie spoke to a crowd of students about her career promoting human rights around the globe. The actress, who has been an avid human rights activist over the years, also spoke at the United Nations in London.

Maddox was the only member of the Jolie-Pitt family that accompanied Jolie to the palace. Earlier last week, Jolie was spotted taking Maddox's siblings out to a toy store in London. The kids have since returned to the United States.

As far as Jolie and Pitt are concerned, insiders claim that the drama is starting to cool down. Although they haven't finalized the divorce, a source revealed that they are at a better place in their breakup and are on the verge of working things out.

Given how their divorce played out in the early months, it's definitely good to hear that Jolie and Pitt are working through their differences. They have not released an official comment on Maddox's adoption.

Tell us! Do you think Angelina Jolie could have actually faked the documents to adopt Maddox? Let us know in the comments below.",fake,data/raw\overall\overall\celebrityDataset\fake\025fake.txt
"John Wall sustains injury into Wizards' trip to Cleveland

""The Northeast Ohio sun remained hidden while the Washington Wizards were in town and the temperature required heavy outerwear. But John Wall still felt fine. He said his weary bones felt fresh.  However, this wasn't for long. The migraine headache from earlier in the week gone, but in the fourth quarter, point guard Wall sustained a season-ending injury to his achilles. These bad vibes led to a loss to the Cavaliers - the score being 127-115, a loss to the Cleveland Cavaliers. After the injury, Wall explained how he wish he never jumped for the ball and that this may be a long road to recovery.""",fake,data/raw\overall\overall\fake\sports19.fake.txt
The New York City public school system has publicly denounced the Kellogg Company for the companies support of America's controversial travel ban. Instead the school system took many submissions from illegal immigrants from the area and a student taste test to decide a menu that is deemed cultural and ethnically harmonious. Students can now choose thick Canadian syrup for breakfast as well as other traditional foods from around the world. The program thus far has been met with high praise from the social justice warrior community as well as the parents from this highly Liberal area. Hopes are to have this kind of shift happen to all schools in the Northeast by the end of 2018.,fake,data/raw\overall\overall\fake\edu28.fake.txt
"Brian Cox hosts scientist Postman Pat

Professor Postman Pat may be able to find his way to Brian Cox's home in Greendale, but can he use a Higgs boson particle to find his way out of a black hole? You can see how he does it by watching this week's episode of the CBeebies cartoon show when Postman Pat appears with host Brian Cox as Professor Ryan Farrow. Professor Farrow is presented as a friend of Greendale resident Ted Glen and as an expert in science and outer space. Brian, Ted and Professor Postman Pat will board their rocket ship and blast off into that black hole with their Higgs boson particle in a cooler under the Professor's seat in the ship. Watch with Jess the cat when they take off on Wednesday at 07:25 BST.",fake,data/raw\overall\overall\fake\entmt03.fake.txt
"Beyonce Gets a Surprise Visit From Hillary Clinton

Hillary Clinton recently paid a visit to the Queen ... Bey, that is!

""Beyonce was filming a video and Hillary made a surprise visit to the set"" on Thursday, March 24, in L.A., a source exclusively reveals in the latest issue of Us Weekly.

The insider could not reveal if the Democratic front-runner, 68, scored an on-screen cameo, but a second insider confirms Beyonce, 34, is currently working on an album, complete with music videos. (The album is likely to drop in April.)

By the next morning, Clinton had returned to the campaign trail, setting her sights on the goal she laid out in December.



""I want to be as good a president as Beyonce is a performer,"" she said when asked at an Iowa town hall if she'd rather be Beyonce or president.

No doubt securing a permanent spot in the hive, the presidential hopeful had high praise for the pop star at the event: ""You see her on TV, it's impressive; you see her in person, you're just stunned. Thinking like, 'How does she do that?' Really. I mean, she's singing, she's up and she's down. She's just amazing.""

The admiration is mutual. Last May, Beyonce attended a Hillary Clinton fundraiser event in NYC. Although the mom of Blue Ivy, 4, with husband Jay Z supported Barack Obama in the 2008 and 2012 presidential races, now she wants her girl Hillary to run the world.",fake,data/raw\overall\overall\celebrityDataset\fake\052fake.txt
"Wi-Fi Microscopes Help Texas Students With Science


CORPUS CHRISTI, Texas (AP) - Once students began opting to trade in precious recess time for more time in the classroom, Teri Gonzalez knew the school's investment had paid off. 
""If it helps them to begin nurturing that love for science, I'm willing to allow them more time to learn,"" the fifth-grade teacher at Magee Elementary School said.

The Corpus Christi Caller-Times (http://bit.ly/2gdcS3V) reports the investment comes in the form of 57 Wi-Fi microscopes purchased by officials at the school for its K-5 student curriculum.",real,data/raw\overall\overall\real\edu31.legit.txt
"Doping in sport: Drug use 'fast becoming a crisis'

Drug use at every level of sport is ""fast becoming a crisis"" according to UK Anti-Doping - responding to a BBC poll into doping in amateur sport. It found more than a third (35%) of amateur sports people say they personally know someone who has doped  and 8% said they had taken steroids. Half believe performance enhancing substance use is ""widespread"" among those who play sport competitively. Ukad chief Nicole Sapstead described the figures as ""incredibly alarming"". A BBC State of Sport investigation into doping in UK amateur sport also found that 49% thought performance-enhancing drugs (PEDs) were ""easily available"" among people who play sports regularly.",real,data/raw\overall\overall\real\sports12.legit.txt
"Malaysia Airlines Flight 370 was made to disappear so one party could gain control of a multiply-owned patent.


Here’s what you all need to know. Spread this information everywhere:

Four days after the missing flight MH370 a patent is approved by the Patent Office

4 of the 5 Patent holders are Chinese employees of Freescale Semiconductor of Austin TX.

Patent is divided up on 20% increments to 5 holders:

Peidong Wang, Suzhou, China, (20%)
Zhijun Chen, Suzhou, China, (20%)
Zhihong Cheng, Suzhou, China, (20%)
Li Ying, Suzhou, China, (20%)
Freescale Semiconductor (20%)

If a patent holder dies, then the remaining holders equally share the dividends of the deceased if not disputed in a will.

If 4 of the 5 dies, then the remaining 1 Patent holder gets 100% of the wealth of the patent.

That remaining live Patent holder is Freescale Semiconductor.

Who owns Freescale Semiconductor?

Jacob Rothschild through Blackstone (what an interesting name for a company) who owns Freescale.

Here is your motive for the missing plane. As all 4 Chinese members of the Patent were passengers on the missing plane, and that patent was the breakthrough. We have entered the future proper, and four men was just murdered so that the last, still living member can keep this for himself to either hide or profit from.",fake,data/raw\overall\overall\fake\21.txt
"Fallen Soldier
Another 4th of July is here and all across the nation, millions of us will celebrate in thousands of different ways.  Our military members around the world will miss out on hometown celebrations, instead, performing the duties assigned to them.  This story is in honor of them.

As a commercial pilot, I too see the effects of the war in Iraq and Afghanistan.  Last month I showed up to start a trip and was approached by a gate agent.  “Captain, good morning, I wanted to inform you that we have H.R. on this flight”, she said.  H.R. stands for human remains.  “Are they military?”, I asked.  “Yes”, she said.  “Is there and escort?”, I asked.  “Yes, I already assigned him a seat”, she said.  “Would you please tell him to come to the flight deck, you can board him early”, I said.

A short while later, a young army sergeant entered the flight deck.  He was the image of the perfectly dressed soldier.  He introduced himself and I asked him about his soldier.  The escorts of these fallen soldiers talk about them as if they are still alive and with us.  “My soldier is on his way back to Virginia”, he said.  He proceeded to answer my questions, but offered no words on his own.  I asked him if there was anything I could do for him and he said no.  I told him that he has the toughest job in the military and that I appreciated the work that he does for the families of our fallen soldiers.  The first officer and I got up out of our seats to shake his hand.  He left the flight deck to find his seat.

We completed our preflight checks, pushed back and performed an uneventful departure.  About 30 minutes into our flight I received a call from the lead flight attendant in the cabin.  “I just found out the family of the soldier we are carrying, is onboard”, he said.  He then proceeded to tell me that the father, mother, wife and 2-year-old daughter were escorting their son, husband, and father home.  The family was upset because they were unable to see the container that the soldier was in before we left.  We were on our way to a major hub at which the family was going to wait 4 hours for the connecting flight home to Virginia. The father of the soldier told the flight attendant that knowing his son was below him in the cargo compartment and being unable to see him was too much for him and the family to bare.  He had asked the flight attendant if there was anything that could be done to allow them to see him upon our arrival.  The family wanted to be outside by the cargo door to watch the soldier being taken off the airplane.  I could hear the desperation in the flight attendants voice when he asked me if there was anything I could do.  “I’m on it”, I said.  I told him that I would get back to him.

Airborne communication with my company normally occurs in the form of email like messages.  I decided to bypass this system and contact my flight dispatcher directly on a secondary radio. There is a radio operator in the operations control center who connects you to the telephone of the dispatcher.  I was in direct contact with the dispatcher.  I explained the situation I had onboard with the family and what it was the family wanted.  He said he understood and that he would get back to me.
Two hours went by and I had not heard from the dispatcher.  We were going to get busy soon and I needed to know what to tell the family.  I sent a text message asking for an update.  I saved the return message from the dispatcher and this following is the text.

“Captain, sorry it has taken so long to get back to you.  There is policy on this now and I had to check on a few things.  Upon your arrival a dedicated escort team will meet the aircraft.  The team will escort the family to the ramp and planeside.  A van will be used to load the remains with a secondary van for the family.  The family will be taken to their departure area and escorted into the terminal where the remains can be seen on the ramp.  It is a private area for the family only.  When the connecting aircraft arrives, the family will be escorted onto the ramp and planeside to watch the remains being loaded for the final leg home.  Captain, most of us here in flight control are veterans.  Please pass our condolences on to the family, thanks.”

I sent a message back telling flight control thanks for a good job.  I printed out the message and gave it to the lead flight attendant to pass on to the father.  The lead flight attendant was very thankful and told me, “You have no idea how much this will mean to them.”  Things started getting busy for the descent, approach and landing. 

After landing, we cleared the runway and taxied to the ramp area.  The ramp is huge with 15 gates on either side of the alleyway.  It is always a busy area with aircraft maneuvering every which way to enter and exit.  When we entered the ramp and checked in with the ramp controller, we were told that all traffic was being held for us.  “There is a team in place to meet the aircraft”, we were told.  It looked like it was all coming together, then I realized that once we turned the seat belt sign off, everyone would stand up at once and delay the family from getting off the airplane.  As we approached our gate, I asked the copilot to tell the ramp controller we were going to stop short of the gate to make an announcement to the passengers.  He did that and the ramp controller said, “Take your time.” 

I stopped the aircraft and set the parking brake.  I pushed the public address button and said, “Ladies and gentleman, this is your captain speaking.  I have stopped short of our gate to make a special announcement.  We have a passenger on board who deserves our honor and respect.  His name is private XXXXXX, a soldier who recently lost his life.  Private XXXXXX is under your feet in the cargo hold.  Escorting him today is army sergeant XXXXXXX.  Also onboard are his father, mother, wife, and daughter.  Your entire flight crew is asking for all passengers to remain in their seats to allow the family to exit the aircraft first.  Thank you.”

We continued the turn to the gate, came to a stop and started our shutdown procedures.  A couple of minutes later I opened the cockpit door.  I found the two forward flight attendants crying, something you just do not see.  I was told that after we came to a stop, every passenger on the aircraft stayed in their seats, waiting for the family to exit the aircraft.  When the family got up and gathered their things, a passenger slowly started to clap their hands.  Moments later more passengers joined in and soon the entire aircraft was clapping.  Words of “God Bless You, I’m sorry, Thank you, Be proud, and other kind words were uttered to the family as they made their way down the aisle and out of the airplane.  They were escorted down to the ramp to finally be with the loved one lost. 

I never did see the family.  Another soldier died, another family grieved and we did what we could.  That is the way it works sometimes.  I get a call from the cabin and we work as a team to do what we can.  That day everybody from the flight crew, to the operations center, to the 184 passengers onboard, we did what we could.  Many of the passengers disembarking thanked me for the announcement I made.  They were just words, I could say them over and over again, but nothing I say will bring that soldier back.  I respectfully ask that all of you reflect on this day and the sacrifices that millions of men and women have made to ensure our freedom, safety, and the right to live a good life.

Be safe,

FlyGuy.",real,data/raw\overall\overall\real\13.txt
"First World War officially ends 
 The final payment of £59.5 million, writes off the crippling debt that was the price for one world war and laid the foundations for another.

Germany was forced to pay the reparations at the Treaty of Versailles in 1919 as compensation to the war-ravaged nations of Belgium and France and to pay the Allies some of the costs of waging what was then the bloodiest conflict in history, leaving nearly ten million soldiers dead.

The initial sum agreed upon for war damages in 1919 was 226 billion Reichsmarks, a sum later reduced to 132 billion, £22 billion at the time.

The bill would have been settled much earlier had Adolf Hitler not reneged on reparations during his reign.

Hatred of the settlement agreed at Versailles, which crippled Germany as it tried to shape itself into a democracy following armistice, was of significant importance in propelling the Nazis to power.
""On Sunday the last bill is due and the First World War finally, financially at least, terminates for Germany,"" said Bild, the country's biggest selling newspaper.

Most of the money goes to private individuals, pension funds and corporations holding debenture bonds as agreed under the Treaty of Versailles, where Germany was made to sign the 'war guilt' clause, accepting blame for the war.

France, which had been ravaged by the war, pushed hardest for the steepest possible fiscal punishment for Germany.

The principal representative of the British Treasury at the Paris Peace Conference, John Maynard Keynes, resigned in June 1919 in protest at the scale of the demands.

""Germany will not be able to formulate correct policy if it cannot finance itself,' he warned.

When the Wall Street Crash came in 1929, the Weimar Republic spiralled into debt. Four years later, Hitler was elected Chancellor of Germany.",real,data/raw\overall\overall\real\41.txt
"Universities Agree with Trump on Immigration



Colleges and universities are working with President Donald Trump on implementing his immigration-limiting executive order, stating that their past insistence on implementing policies like affirmative action have hurt the quality of students being turned out of the institutions to the work force. ""We believe this executive order is fundamentally sound in its construction, and puts the best interests of the graduates of Boston University and the perceived quality of a Boston University education ahead of other top-tier international universities,"" Boston University President Robert Brown said in a statement Sunday.",fake,data/raw\overall\overall\fake\edu11.fake.txt
"Florida’s “Neck Guy” Arrested
Again Undergoes Plastic
Surgery To Decrease Neck Size
And Removes Tattoos; His
Mugshot Had To Be Updated
FLORIDA – After Charles Dion Mcdowell was arrested for drug charges earlier this week, he has become an internet sensation for his abnormally sized neck, drawing jokes by thousands of social media users. According to reports, Charles could not handle the jokes and decided to surgically decrease the size of his neck with the permission of a judge.
According to reports, Charles Dion Mcdowell reportedly begged the judge to allow him to undergo plastic surgery to make his neck “normal”, the judge reportedly felt “so bad” for Charles that permission was granted. “How could i say no” said Judge John Joyce, “the man looked like Bane from Batman”.
Charles Dion Mcdowell emerged a new man, with his neck drastically smaller than before. Florida police retook his mugshot as his appearance underwent a noticeable change. Charles then got what remained of his neck tattoo removed, as a large portion of it was removed during surgery along with neck tissue and skin.
Charles is currently out on bond but a new mugshot had to be taken to update police records.",fake,data/raw\overall\overall\fake\9.txt
"Kim Kardashian Reportedly Cheating With Marquette King as She Gears up for Divorce From Kanye West

In Touch exclusively revealed that Kim Kardashian is ready to file for divorce from Kanye West - but has she REALLY been cheating on him with Oakland Raiders punter Marquette King?

The NFL star seemingly took to Twitter to address rumors that they've been getting close amid Kanye's mental breakdown, which were originally started by sports blogger Terez Owens. While he doesn't appear to confirm or deny an affair, her reps said there is ""no truth whatsoever"" to the reports and labeled the situation ""fabricated.""

As In Touch previously reported, Kim has been speaking with famed divorce attorney Laura Wasser and asked for documents to be drawn up. It has yet to be confirmed if Laura, who is also a friend of the reality star, will represent Kim during the proceedings.

An insider blames the rapper's paranoia as a reason for the demise of their marriage.

""Kim is miserable and wants this marriage to be over,"" says the source. ""This isn't what [she] signed up for when she married Kanye. She's done.""",fake,data/raw\overall\overall\celebrityDataset\fake\019fake.txt
"Amazon to buy Middle East online retailer Souq

Amazon has made its first move into the Middle East after agreeing to buy the region's largest online retailer  Souq.com  for an undisclosed amount. Souq was launched in 2005 and offers more than 8.4 million products. It sells across 31 categories including consumer electronics  fashion  health and beauty  household goods and baby. ""Amazon and Souq share the same DNA. We're driven by customers  invention and long-term thinking  said Amazon senior vice-president Russ Grandinetti. Some reports have suggested Amazon is paying about $650m (£517m) for the company. The deal was revealed a day after Emaar Malls, the operator of Dubai's biggest mall, made an offer of $800m (£636m) for Souq.",real,data/raw\overall\overall\real\biz14.legit.txt
"14-Year-Old Girl Pregnant with Baby Jesus
ROCKLAND — 14-year-old Amanda Peters hid her pregnancy from her mother for nearly three months until she began to show. When her mother Judy confronted her, Amanda denied having sexual intercourse and was taken immediately to a doctor who concluded she had likely been sexually active.

That’s when Amanda’s mother begged God to forgive her sinful daughter. However, her prayers were met strangely:  Judy claims God came to her in a vision and said he had impregnated Amanda through immaculate conception and that she was to give birth to Jesus.

“At first I was confused, ” Mrs. Peters said. “Jesus was born to the Virgin Mary thousands of years ago, why was Amanda going to give birth to him again? But God explained this was how Jesus was to return to Earth as promised.”

Judy told her daughter who was overjoyed that she was no longer grounded and had regained her phone privileges.

“Things are the double bomb right now,” Amanda said. “My mom’s totally supportive and buying me lots of cool stuff I want and said she is going to pay for everything Jesus needs.”

“I was so sick with grief over Amanda having sex,” Judy said. “And I’m now so happily relieved to know she’s still a virgin and this was all God’s doing. I can’t believe I’m going to be Jesus’ grandma… actually, I don’t know how that will work, but I’m just extremely happy my daughter isn’t having premarital sex and Jesus is coming back in less than a month.”",fake,data/raw\overall\overall\fake\41.txt
"Kendall Jenner Wants to Break Free From the Kardashian Clan

Kendall Jenner is ready to move on from her famous family! In Touch has exclusively learned that the 18-year-old model wants out of the Kardashians to further her own career.

""She doesn't want to be associated with them anymore,"" a source exclusively tells In Touch of the model, who feels her connection to the Kardashian brand is putting a damper on her fashion career. ""Kendall thinks being a model is a way more legitimate career than being a reality star.""

But momager Kris Jenner will do ""whatever it takes to keep her as part of the Kardashian clan,"" the source tells In Touch. ""Kris stands to make a ton of money off Kendall being the next Kim.""",fake,data/raw\overall\overall\celebrityDataset\fake\084fake.txt
"Rupaul claims Trump touched him inappropriately in the 1990s

In an exclusive interview with the Hollywood Inquirer, Rupaul said that Mr Trump ""made a move"" on him during an event celebrating the release of the movie To Wong Foo, Thanks for Everything! Julie Newmar.

The artist was wearing his full drag queen apparel at the time, and he says Trump clearly mistook him for a real woman.

Rupaul says he found Donald Trump attractive before this incident, but that he was shocked by his rudeness and vulgarity.

This allegation from Rupaul adds to the wave of accusations of inappropriate sexual behavior concerning Donald Trump.

Many women have come forward over the last week to denounce the abusive groping and sexual harassment they suffered from Trump over the years.

The New York Times published an article earlier this week, in which Trumps's alleged victims described the mistreatment they suffered.

All these allegations came after Trump bragged about kissing, groping and trying to have sex with women who were not his wife on recordings from 2005 obtained by The Washington Post and NBC News.

The comments were part of a conversation with Billy Bush, then a host of the television show ""Access Hollywood.""

The remarks were captured by a live microphone that Trump did not appear to know was recording their conversation.

He added: ""Grab them by the pussy. You can do anything.""

In Rupaul's case, Trump seems to have been disappointed by what he discovered under the dress.",fake,data/raw\overall\overall\celebrityDataset\fake\062fake.txt
"Ferrari shockingly pulls off a win

The Australian Grand Prix has a new winner, and it's name is Sebastian Vettel.  Vettel, a member of Ferrari, Formula One's most controversial team, said that what helped him the most was his recent conversion to Buddhism.  ""It allowed me to focus, knowing that I could just take my hands off the wheel and have Buddha guide my actions.""  Ferrari suggested that team members seek alternative spiritual guidance in a desperate attempt to win in Melbourne since 2007.",fake,data/raw\overall\overall\fake\sports23.fake.txt
"TACO BELL MEAT
MONTGOMERY, AL – After allegations of false advertising, further investigation causes Taco Bell to close its doors for good.

Taco Bell, the pseudo Mexican restaurant popular among college students, poor people, those without taste buds, and individuals with bad taste in general,  has recently been put on the stand for allegations regarding false advertisement.

On Friday, the law firm of Beasley, Allen, Crow, Methvin, Portis, Miles and another partner whose name no one can spell or pronounce, filed a law suit against the Mexican wannabe claiming that the meat mixture contains too many fillers and binders to be labeled as beef.

The majority of the time the meat mix is doused with so much cheese, salsa, and sour cream it is a wonder that anyone could tell it was beef flavored, much less question the authenticity of the meat itself.

Weekly Would News knew that these allegations could only be just the tip of the iceberg so we sent our crack team of reporters to the streets to find out what else could be behind these allegations.

It did not take long for our team to discover that the meat that Taco Bell uses for its beef based products is imported from China. This set off a myriad of bells and whistles on our end so we asked our Japanese WWN affiliates to check out the Kuang Ren factory in the Zhejiang province where the beef is packaged. Within hours our Japanese colleagues were back in touch with a shocking discovery, the so called beef is actually cat and dog meat.

We all know that that the Chinese have been known to eat cat and dog meat but we never thought that they would have the cajones to import the goods to the US. Taco Bell would not return our phone calls, which leads us to believe that this must be true.

Upon the discovery of the news, we immediately did the right thing and informed the FDA. The FDA has since mandated that all Taco Bells must be closed forever. So go get as many doggy burritos and kitty fajitas as you can before they are gone for good.",fake,data/raw\overall\overall\fake\40.txt
"California's Department of Motor Vehicles cracking down on automated cars.
After the recent increase in automated accidents the California DMV is adding in new charges and service fees to users of automated driver cars. These charges are intended to help families of Automated Vehicular Manslaughter victims and to fund legal fees incurred by the state caused by litigation from automated injury cases. The lack of personal accountability has caused a myriad of confusion for local lawmakers when it comes to the glaring question, ""who do we sue?""",fake,data/raw\overall\overall\fake\tech008.fake.txt
"Ex-Fox News CFO will not have immunity in Roger Ailes investigation

""The federal investigation stemming from sexual harassment allegations made against former Fox News chief Roger Ailes took a dramatic turn on Tuesday with a report that prosecutors will deny any immunity to the Fox News CFO. Mark Kranz Fox News' chief financial officer until his retirement last August has been offered immunity from prosecution in exchange for his cooperation with the investigation two sources with knowledge of the matter confirmed to CNNMoney.  However, these offers have been pulled after the CFO refused to show at court dates. The investigation centers on questions about whether 21st Century Fox misled investors by hiding payments to Fox News employees who alleged that they were sexually harassed by Ailes. As CFO Kranz was directly involved in preparing the company's financial statements and is thus potentially a key witness in the investigation the sources said. Kranz's lawyer declined to comment on the matter. Spokespeople for the Department of Justice and the U.S. Attorney's Office for the Southern District of New York which is handling the investigation also declined to comment.""",fake,data/raw\overall\overall\fake\entmt19.fake.txt
"Stan Wawrinka proves victorious of Roger Federer

Stan Wawrinka wows the crowd and beats five-time British Open champion Roger Federer. After nursing a torn ACL and concurrent last-place finishes in all matches this year, Wawrinka makes a comeback in the British Open. Wawrinka's history making comeback makes him only the second male player since 1942 to win the Open after a losing season. ""I just want to thank my family and friends,"" said Wawrinka. ""A month ago, I couldn't even walk. They had to do everything for me - even help me to the john!"" he added. Meanwhile, Svetlana Kuznetsova beats Elena Vesnina, in spite of her own set of injuries last fall.",fake,data/raw\overall\overall\fake\sports08.fake.txt
"Brad Pitt’s bodyguard says he’s seeing another actor, almost as big as Angelina

Actor Brad Pitt thinks his children are being turned against him and reportedly even stormed out of a meeting with his children.

The Allied actor is concerned that his estranged wife and actor Angelina Jolie is trying to turn their six children -- Maddox, 15, Pax, 12, Zahara, 11, Shiloh, 10, and eight-year-old twins Knox and Vivienne -- against him and have even stopped calling him daddy, reports femalefirst.co.uk.

Kris Herzog, a bodyguard who works for both the family and Jolie’s father Jon Voight, says that Pitt’s two supervised visits with his brood have not gone well.

“Brad is so angry. From what I’ve heard from Brad and Jon, even the kids are turning against him. He’s alleging they won’t even speak to him and they won’t call him daddy or father. They’ve had two meetings with Los Angeles family services and in both none of the kids would talk to him,” Herzog told Grazia magazine.

“He stormed out of the second one really angry, it was the straw that broke the camel’s back. This fight is going nuclear now,” he added.

Herzog has also claimed Pitt has already moved on from Jolie and is secretly seeing someone else.

“He’s started seeing another famous actor. She is a personal friend of mine and has told me they are sleeping together. I can’t disclose who it is but she is almost as big as Angelina,” he said.

Despite the Fury star’s frustration with his estranged spouse, he is unwilling to play dirty in their custody battle because he doesn’t want to upset the children further.",fake,data/raw\overall\overall\celebrityDataset\fake\183fake.txt
